type,count,amount,state,year,quarter,source,category,country,date,avg_transaction_value,growth
recharge & bill payments,21896029,11162940453.0,Chhattisgarh,2023,1,aggregated,transaction,india,2023-Q1,509.81575028969866,-0.7147172766094678
financial services,72038,65398770.0,Chhattisgarh,2023,1,aggregated,transaction,india,2023-Q1,907.8371137455232,-0.9967099970501501
others,207620,157977952.0,Chhattisgarh,2023,1,aggregated,transaction,india,2023-Q1,760.8994894518833,1.882090008051306
merchant payments,138222517,78172761996.0,Chhattisgarh,2023,2,aggregated,transaction,india,2023-Q2,565.557361366817,664.7476013871496
peer-to-peer payments,86887081,243032806463.0,Chhattisgarh,2023,2,aggregated,transaction,india,2023-Q2,2797.110959027384,-0.37139705681962076
recharge & bill payments,24550623,11714283831.0,Chhattisgarh,2023,2,aggregated,transaction,india,2023-Q2,477.1481290311859,-0.7174421937364889
financial services,77813,90235297.0,Chhattisgarh,2023,2,aggregated,transaction,india,2023-Q2,1159.6429516918768,-0.9968305081300788
others,193602,146759167.0,Chhattisgarh,2023,2,aggregated,transaction,india,2023-Q2,758.0457175029184,1.4880418439078302
merchant payments,161142673,85645642195.0,Chhattisgarh,2023,3,aggregated,transaction,india,2023-Q3,531.4895216799588,831.3399190091011
peer-to-peer payments,97060888,251466237009.0,Chhattisgarh,2023,3,aggregated,transaction,india,2023-Q3,2590.8091527969536,-0.3976711060266451
recharge & bill payments,25011103,13000613447.0,Chhattisgarh,2023,3,aggregated,transaction,india,2023-Q3,519.7936871076818,-0.7423153289098282
financial services,95807,131864372.0,Chhattisgarh,2023,3,aggregated,transaction,india,2023-Q3,1376.3542538645402,-0.9961694212366404
others,182186,135322503.0,Chhattisgarh,2023,3,aggregated,transaction,india,2023-Q3,742.7711404828033,0.90159382926091
merchant payments,185440451,102326470529.0,Chhattisgarh,2023,4,aggregated,transaction,india,2023-Q4,551.8023170090328,1016.8633429571976
peer-to-peer payments,110795079,287452814383.0,Chhattisgarh,2023,4,aggregated,transaction,india,2023-Q4,2594.4547084352002,-0.4025301469958138
recharge & bill payments,25330600,13898322691.0,Chhattisgarh,2023,4,aggregated,transaction,india,2023-Q4,548.6772003426686,-0.7713743225003702
financial services,115404,174278673.0,Chhattisgarh,2023,4,aggregated,transaction,india,2023-Q4,1510.161458874909,-0.9954440873883761
others,194798,133148269.0,Chhattisgarh,2023,4,aggregated,transaction,india,2023-Q4,683.519692193965,0.6879657550864788
merchant payments,212194065,116463019844.0,Chhattisgarh,2024,1,aggregated,transaction,india,2024-Q1,548.851448055345,1088.3030985944415
peer-to-peer payments,124567252,329976785438.0,Chhattisgarh,2024,1,aggregated,transaction,india,2024-Q1,2648.9850272846993,-0.4129560032699312
recharge & bill payments,29121761,16237500799.0,Chhattisgarh,2024,1,aggregated,transaction,india,2024-Q1,557.5727648819039,-0.7662165574624702
financial services,117960,205227725.0,Chhattisgarh,2024,1,aggregated,transaction,india,2024-Q1,1739.8077738216346,-0.995949420778503
others,175646,127276095.0,Chhattisgarh,2024,1,aggregated,transaction,india,2024-Q1,724.6170991653667,0.48903017972193963
merchant payments,245595547,132662738857.0,Chhattisgarh,2024,2,aggregated,transaction,india,2024-Q2,540.1675253379085,1397.2416166607836
peer-to-peer payments,134658010,346912119555.0,Chhattisgarh,2024,2,aggregated,transaction,india,2024-Q2,2576.2457023908196,-0.4517082591892434
recharge & bill payments,31469605,16306210818.0,Chhattisgarh,2024,2,aggregated,transaction,india,2024-Q2,518.1574671178745,-0.7662997915979897
financial services,148570,297328748.0,Chhattisgarh,2024,2,aggregated,transaction,india,2024-Q2,2001.2704314464563,-0.9952789366120103
others,175973,135034441.0,Chhattisgarh,2024,2,aggregated,transaction,india,2024-Q2,767.3588618708552,0.18444504274079554
merchant payments,267508081,136419004302.0,Chhattisgarh,2024,3,aggregated,transaction,india,2024-Q3,509.9621805518466,1519.1654856142704
peer-to-peer payments,146302685,342236114715.0,Chhattisgarh,2024,3,aggregated,transaction,india,2024-Q3,2339.2333142416355,-0.4530905965416424
recharge & bill payments,29502494,18226578889.0,Chhattisgarh,2024,3,aggregated,transaction,india,2024-Q3,617.7979017299351,-0.7983461889301622
financial services,179562,354020024.0,Chhattisgarh,2024,3,aggregated,transaction,india,2024-Q3,1971.5754112785555,-0.9939136670953987
others,147280,124415828.0,Chhattisgarh,2024,3,aggregated,transaction,india,2024-Q3,844.7571156979902,-0.1797819137679465
merchant payments,304445323,159212481149.0,Chhattisgarh,2024,4,aggregated,transaction,india,2024-Q4,522.9591953659278,2066.1192490494295
peer-to-peer payments,166465519,398345139636.0,Chhattisgarh,2024,4,aggregated,transaction,india,2024-Q4,2392.9588663703985,-0.45321702642809203
recharge & bill payments,29120062,18801380994.0,Chhattisgarh,2024,4,aggregated,transaction,india,2024-Q4,645.6504451810576,-0.8250685056284839
financial services,477311,324186192.0,Chhattisgarh,2024,4,aggregated,transaction,india,2024-Q4,679.1927946349446,-0.983608860448168
others,147189,145256654.0,Chhattisgarh,2024,4,aggregated,transaction,india,2024-Q4,986.8716683991331,-0.6916287284391099
recharge & bill payments,95544,17526369.5804541,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2018,1,aggregated,transaction,india,2018-Q1,183.43767877055703,
peer-to-peer payments,44599,151966933.24607396,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2018,1,aggregated,transaction,india,2018-Q1,3407.406741094508,-0.5332098300259567
merchant payments,1531,1580762.779739072,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2018,1,aggregated,transaction,india,2018-Q1,1032.5034485558929,-0.9656718760510326
financial services,1364,353171.5523814913,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2018,1,aggregated,transaction,india,2018-Q1,258.92342549962706,-0.1090790333115611
others,5511,4231146.95056825,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2018,1,aggregated,transaction,india,2018-Q1,767.7639177224189,3.040322580645161
recharge & bill payments,122834,30595592.0076824,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2018,2,aggregated,transaction,india,2018-Q2,249.08080830781708,21.288876791870806
peer-to-peer payments,69215,261995613.05482048,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2018,2,aggregated,transaction,india,2018-Q2,3785.243271759308,-0.43651594835306184
merchant payments,3544,4685536.036433555,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2018,2,aggregated,transaction,india,2018-Q2,1322.1038477521317,-0.9487972260348191
financial services,2996,383806.08546730166,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2018,2,aggregated,transaction,india,2018-Q2,128.1061700491661,-0.15462753950338604
others,4037,4410224.471747881,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2018,2,aggregated,transaction,india,2018-Q2,1092.4509466801785,0.3474632843791723
recharge & bill payments,157113,39790820.29359456,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2018,3,aggregated,transaction,india,2018-Q3,253.2624308210941,37.91825613079019
peer-to-peer payments,119346,396698085.4104552,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2018,3,aggregated,transaction,india,2018-Q3,3323.9328122472075,-0.24038112695957692
merchant payments,7465,5693604.7441260815,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2018,3,aggregated,transaction,india,2018-Q3,762.7065966679279,-0.9374507733815963
financial services,1477,297647.8958984856,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2018,3,aggregated,transaction,india,2018-Q3,201.521933580559,-0.8021433355659746
others,4174,5159437.334100959,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2018,3,aggregated,transaction,india,2018-Q3,1236.089442764964,1.825998645903859
peer-to-peer payments,194214,582082154.4115133,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2018,4,aggregated,transaction,india,2018-Q4,2997.117377797241,45.529468136080496
recharge & bill payments,185793,49972030.11285484,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2018,4,aggregated,transaction,india,2018-Q4,268.9661618729168,-0.04335938706787357
merchant payments,15739,19577328.03937304,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2018,4,aggregated,transaction,india,2018-Q4,1243.8736920625859,-0.9152874435527711
financial services,2996,371674.6991335743,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2018,4,aggregated,transaction,india,2018-Q4,124.05697567876312,-0.8096448313107567
others,5340,6747429.538011953,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2018,4,aggregated,transaction,india,2018-Q4,1263.5635838973694,0.7823765020026703
peer-to-peer payments,408465,757657638.3173952,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2019,1,aggregated,transaction,india,2019-Q1,1854.8899864551313,75.49157303370787
recharge & bill payments,225998,62660761.88806932,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2019,1,aggregated,transaction,india,2019-Q1,277.2624620043952,-0.4467139167370522
merchant payments,20694,17043867.88608146,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2019,1,aggregated,transaction,india,2019-Q1,823.6139888896038,-0.9084328179895398
financial services,1645,221064.6189234741,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2019,1,aggregated,transaction,india,2019-Q1,134.38578657961952,-0.9205083599110854
others,5012,5786443.339431095,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2019,1,aggregated,transaction,india,2019-Q1,1154.5178251059647,2.046808510638298
peer-to-peer payments,244134,734034142.8087387,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2019,2,aggregated,transaction,india,2019-Q2,3006.685438360649,47.70989624900239
recharge & bill payments,198184,63874445.55241879,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2019,2,aggregated,transaction,india,2019-Q2,322.29869995770997,-0.18821630743771867
merchant payments,40781,20816136.241969176,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2019,2,aggregated,transaction,india,2019-Q2,510.4371212566925,-0.7942265773220845
financial services,748,155149.75618074698,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2019,2,aggregated,transaction,india,2019-Q2,207.41946013468848,-0.9816581251072803
others,5809,5561402.205763446,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2019,2,aggregated,transaction,india,2019-Q2,957.3768644798496,6.766042780748663
recharge & bill payments,319142,104597035.07984878,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2019,3,aggregated,transaction,india,2019-Q3,327.74449956398337,53.93923222585643
peer-to-peer payments,249944,821178569.0593253,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2019,3,aggregated,transaction,india,2019-Q3,3285.4502170859287,-0.2168251123324414
merchant payments,63616,30634658.237494454,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2019,3,aggregated,transaction,india,2019-Q3,481.5558701819425,-0.7454789872931536
financial services,533,425044.051413688,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2019,3,aggregated,transaction,india,2019-Q3,797.456006404668,-0.9916216046277666
others,5516,4636167.420289769,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2019,3,aggregated,transaction,india,2019-Q3,840.4944561801611,9.348968105065666
recharge & bill payments,351819,125809568.35055912,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2019,4,aggregated,transaction,india,2019-Q4,357.59742467166103,62.78154459753444
peer-to-peer payments,324464,1051976410.5472054,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2019,4,aggregated,transaction,india,2019-Q4,3242.197626076253,-0.07775304915311565
merchant payments,86758,45361559.23824883,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2019,4,aggregated,transaction,india,2019-Q4,522.8516014459627,-0.7326113220573007
financial services,1019,267762.49056630814,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2019,4,aggregated,transaction,india,2019-Q4,262.76986316615125,-0.9882546854468752
others,4911,3225961.384460643,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2019,4,aggregated,transaction,india,2019-Q4,656.8848268093348,3.8194308145240434
recharge & bill payments,407577,153340696.30393675,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2020,1,aggregated,transaction,india,2020-Q1,376.2250968625235,81.9926695174099
peer-to-peer payments,329005,1119439489.5005136,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2020,1,aggregated,transaction,india,2020-Q1,3402.499930093809,-0.19277829710704975
merchant payments,137040,66713356.79814301,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2020,1,aggregated,transaction,india,2020-Q1,486.81667249082756,-0.5834713758149572
financial services,668,418783.1260904173,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2020,1,aggregated,transaction,india,2020-Q1,626.9208474407445,-0.9951255107997665
others,4289,2851043.563834071,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2020,1,aggregated,transaction,india,2020-Q1,664.7338689284381,5.4206586826347305
recharge & bill payments,525974,178877986.7248658,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2020,2,aggregated,transaction,india,2020-Q2,340.08902859241294,121.63324784332012
peer-to-peer payments,323909,1052118443.3664525,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2020,2,aggregated,transaction,india,2020-Q2,3248.1914468769082,-0.38417298193446825
merchant payments,118801,68938500.71228051,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2020,2,aggregated,transaction,india,2020-Q2,580.285525477736,-0.6332272335748621
financial services,1826,993268.2971840606,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2020,2,aggregated,transaction,india,2020-Q2,543.9585417218294,-0.9846297590087626
others,2642,1448254.787275234,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2020,2,aggregated,transaction,india,2020-Q2,548.1660814819205,0.44687842278203727
recharge & bill payments,455603,201223380.1868608,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2020,3,aggregated,transaction,india,2020-Q3,441.6638612714596,171.4462528387585
peer-to-peer payments,419524,1401020928.2319157,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2020,3,aggregated,transaction,india,2020-Q3,3339.5489369664565,-0.07918955757534518
merchant payments,257572,143497844.49072367,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2020,3,aggregated,transaction,india,2020-Q3,557.1174059708496,-0.38603750917706736
financial services,1635,1778864.0123306382,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2020,3,aggregated,transaction,india,2020-Q3,1087.990221608953,-0.9936522603388567
others,3978,2268098.077531771,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2020,3,aggregated,transaction,india,2020-Q3,570.160401591697,1.4330275229357796
peer-to-peer payments,666995,2153786522.547576,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2020,4,aggregated,transaction,india,2020-Q4,3229.0894572636616,166.67094017094018
merchant payments,631443,316510115.80515665,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2020,4,aggregated,transaction,india,2020-Q4,501.24891051948737,-0.05330174888867234
recharge & bill payments,509971,224246669.7783347,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2020,4,aggregated,transaction,india,2020-Q4,439.72435644053235,-0.1923720747557578
financial services,2453,1683959.5099964456,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2020,4,aggregated,transaction,india,2020-Q4,686.489812473072,-0.9951899225642242
others,6929,4283833.187441602,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2020,4,aggregated,transaction,india,2020-Q4,618.2469602311448,1.8247044435385242
peer-to-peer payments,768921,2379220756.2230163,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2021,1,aggregated,transaction,india,2021-Q1,3094.233030731397,109.9714244479723
merchant payments,705821,367522132.380636,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2021,1,aggregated,transaction,india,2021-Q1,520.7016118543313,-0.08206304678894194
recharge & bill payments,442926,213177144.73200977,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2021,1,aggregated,transaction,india,2021-Q1,481.2929128838898,-0.37246695691967224
financial services,2243,1930008.9716834244,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2021,1,aggregated,transaction,india,2021-Q1,860.4587479640769,-0.9949359486686263
others,5333,3782868.886159251,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2021,1,aggregated,transaction,india,2021-Q1,709.3322494204483,1.3776192599197503
peer-to-peer payments,843550,2512913026.4279447,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2021,2,aggregated,transaction,india,2021-Q2,2978.9734176135908,157.17551096943558
merchant payments,802899,430487473.930562,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2021,2,aggregated,transaction,india,2021-Q2,536.1664093871857,-0.04819038586924307
recharge & bill payments,471136,208762964.0120024,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2021,2,aggregated,transaction,india,2021-Q2,443.10552369592307,-0.4132063933321626
financial services,1826,1763792.650641936,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2021,2,aggregated,transaction,india,2021-Q2,965.9324483252663,-0.9961242613597773
others,5672,3741204.3977531465,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2021,2,aggregated,transaction,india,2021-Q2,659.5917485460413,2.1062431544359255
merchant payments,1312241,706774071.9381688,Dadra-&-Nagar-Haveli-&-Daman-&-Diu,2021,3,aggregated,transaction,india,2021-Q3,538.6008148946487,230.35419605077573
